ENTITY_NAME,ENTITY_STATE,ENTITY_FIP_CODE,ENTITY_TYPE,MODULE_SEX_AGE,HC01_VC03,MALE_FEMALE_CDP,HC02_VC03,HC03_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC01_VC05,HC02_VC05,HC03_VC05,AGE_DISTRIBUTION_CDP,HC01_VC08,HC02_VC08,HC03_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC01_VC23,HC02_VC23,HC03_VC23,HC01_VC26,HC02_VC26,HC03_VC26,HC01_VC27,HC02_VC27,HC03_VC27,HC01_VC28,HC02_VC28,HC03_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC01_VC32,HC02_VC32,HC03_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC01_VC37,HC02_VC37,HC03_VC37,HC01_VC38,HC02_VC38,HC03_VC38,HC01_VC39,HC02_VC39,HC03_VC39,MODULE_RACE,HC01_VC43,HC02_VC43,HC03_VC43,HC01_VC44,HC02_VC44,HC03_VC44,RACE_DISTRIBUTION_CDP,HC01_VC45,HC02_VC45,HC03_VC45,HC01_VC48,HC02_VC48,HC03_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC01_VC69,HC02_VC69,HC03_VC69,HC01_VC70,HC02_VC70,HC03_VC70,HC01_VC71,HC02_VC71,HC03_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC01_VC77,HC02_VC77,HC03_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC01_VC83,HC02_VC83,HC03_VC83,MODULE_HISPANIC,HC01_VC87,HC02_VC87,HC03_VC87,HISPANIC_CDP,HC01_VC88,HC02_VC88,HC03_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC01_VC104,HC02_VC104,HC03_VC104
Norfolk city,Nebraska,3134615,City,Sex and Age,24423,Male vs Female Percent,23977,*,48.8,48,,51.2,52,,Age Distribution,8.2,7.8,,7.3,6.4,,6.6,7.1,,7.9,8,,8,7.9,,13.1,12.8,,11,10.8,,12.8,14.2,,7.4,6,,3.2,4.3,,6.7,6.4,,4.7,5.6,,3.1,2.7,,34.1,35,,73.9,75.1,,68.3,68.6,,15.9,17.3,,14.5,14.7,,18058,17998,,47.9,46.9,,52.1,53.1,,3532,3522,,42.1,40.8,,57.9,59.2,,Race,24423,23977,*,98,98.5,,Race Distribution,2,1.5,,98,98.5,,91.8,93.3,,1.6,1.5,,2.1,1.5,,N,(X),,N,(X),,N,(X),,N,(X),,0.7,0.8,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,1.9,1.1,,2,1.5,,N,N,,N,N,,N,N,,N,N,,24423,23977,*,93.8,94.8,,2.8,2.4,,2.1,2.6,,0.7,1,,N,N,,2.6,N,,Hispanic or Latino,24423,23977,*,Hispanic or Latino,12.4,10.2,,N,N,,N,N,,N,N,,N,N,,87.6,89.8,,82.2,85.1,*,1.6,1.5,,1.8,0.7,*,0.7,0.8,,0,0.3,,0,0,,1.3,1.5,,0,0,,1.3,1.5,,10382,10502,
North Platte city,Nebraska,3135000,City,Sex and Age,24535,Male vs Female Percent,24759,*,49.1,48.8,,50.9,51.2,,Age Distribution,7.9,6.4,*,6.3,7,,6.8,7.7,,5.9,6.4,,6,4.8,,13.8,14.3,,10.7,11.5,,12.8,14.1,,8.4,7.5,,5.1,4.9,,7,6.5,,6,5.6,,3.1,3.3,,38.2,36.9,,75.3,75.3,,71.9,71.6,,19.5,17.7,*,16.2,15.4,,18474,18634,,47.5,47.9,,52.5,52.1,,3967,3811,,40,38.9,,60,61.1,,Race,24535,24759,*,98.7,96.4,*,Race Distribution,1.3,3.6,*,98.7,96.4,*,95.1,92.2,*,1.3,1.1,,0.5,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,0.5,0.7,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,1.3,2.3,,1.3,3.6,*,N,0.2,,N,0.5,,N,0.1,,N,0,,24535,24759,*,96.4,95.3,,1.9,1.6,,0.7,0.9,,0.8,1,,N,N,,1.5,4.9,*,Hispanic or Latino,24535,24759,*,Hispanic or Latino,9.3,8.3,,N,N,,N,N,,N,N,,N,N,,90.7,91.7,,87.7,88.8,,1.2,1.1,,0.3,0.1,,0.5,0.7,,0,0,,0,0,,1,1,,0,0,,1,1,,11394,11458,
Omaha city,Nebraska,3137000,City,Sex and Age,428781,Male vs Female Percent,408179,*,48.9,49.1,,51.1,50.9,,Age Distribution,7.4,7.5,,6.9,6.8,,6.7,6.8,,6.9,7.2,*,7.5,8.2,*,16.2,15.3,*,12.3,12.6,*,13.1,13.8,*,6.2,5.8,*,5.3,4.9,*,6.2,5.6,*,3.7,3.8,,1.8,1.7,,34,33.6,*,75.1,74.8,,70.6,70.1,*,14.5,13.6,*,11.6,11.1,*,321976,305323,*,48.6,48.4,,51.4,51.6,,49742,45441,*,42.4,40.8,*,57.6,59.2,*,Race,428781,408179,*,97.1,96.6,,Race Distribution,2.9,3.4,,97.1,96.6,,76.2,75.6,,12.9,13.2,,0.6,0.7,,0,(X),,0,(X),,0,(X),,0.1,(X),,2.8,2.1,*,0.6,(X),,0.4,(X),,0.1,(X),,0.1,(X),,0.2,(X),,0.3,(X),,1.2,(X),,0,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,4.5,5,,2.9,3.4,,1,0.8,,0.4,0.5,,0.4,0.4,,0.3,0.7,*,428781,408179,*,78.6,77.9,,14.6,15.1,*,1.7,2.1,*,3.4,2.8,*,0.2,0.1,,5,5.6,,Hispanic or Latino,428781,408179,*,Hispanic or Latino,13.3,12.6,*,10.6,10.4,,0.3,0.2,,0.1,0.1,*,2.3,1.9,,86.7,87.4,*,68,68.8,*,12.8,13.1,,0.4,0.5,,2.8,2.1,*,0,0,,0.3,0.2,,2.4,2.7,,0,0.1,,2.3,2.6,,184263,177956,*
Carson City,Nevada,3209700,City,Sex and Age,54481,Male vs Female Percent,55393,c,51.2,51.8,,48.8,48.2,,Age Distribution,5.3,6.1,*,6,5.7,,6.1,6.1,,6.3,6.1,,6.1,6.4,,12.3,11.3,*,12.1,13.5,*,13.9,15.1,*,6.6,7.7,,7.4,5.7,*,10,8.5,*,5.4,5.3,,2.5,2.5,,42,41.3,,78.5,78.3,,75,73.9,,22.5,19.5,*,17.9,16.3,*,42771,43347,*,51.3,51.8,*,48.7,48.2,*,9754,9019,*,45.2,44.8,,54.8,55.2,,Race,54481,55393,c,96.8,97.3,,Race Distribution,3.2,2.7,,96.8,97.3,,83.5,86.4,*,1.4,0.8,*,2.2,2.8,,N,(X),,N,(X),,N,(X),,N,(X),,2.1,1.9,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.6,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,7,5.1,,3.2,2.7,,0.9,0,*,0.8,1,,0.4,0.7,,0.1,0,,54481,55393,c,86.5,89,,2.6,1,*,3.3,4.1,*,2.7,3.2,,0.8,0.5,,7.6,5.5,,Hispanic or Latino,54481,55393,c,Hispanic or Latino,22.4,20.8,c,18.7,16,*,0.2,0.7,,0,0.2,,3.5,3.9,,77.6,79.2,c,69.1,71.4,*,1.4,0.7,*,2,2.7,*,1.8,1.9,,0.6,0.2,,0.4,0.3,,2.3,2,,0,0.1,,2.3,1.9,,23453,23521,
Enterprise CDP,Nevada,3223770,City,Sex and Age,120695,Male vs Female Percent,109061,*,51.3,52,,48.7,48,,Age Distribution,7.2,8,,7.3,7.4,,6.5,6.8,,5,5.7,,5.3,6.6,,19.7,23.9,*,17.6,15.8,,13.6,11.7,*,4.9,4.8,,4.6,3.7,,6.2,3.9,*,1.6,1.3,,0.5,0.5,,34.4,31.4,*,75.6,74.4,,72.7,71.1,,10.8,7.6,*,8.2,5.7,*,91219,81138,*,51.4,52.7,,48.6,47.3,,9956,6233,*,51.3,48.5,,48.7,51.5,,Race,120695,109061,*,94.3,94.5,,Race Distribution,5.7,5.5,,94.3,94.5,,58.2,60.8,,9.6,7.8,,0.6,0.5,,N,(X),,N,(X),,N,(X),,N,(X),,21.6,19.9,,0.4,(X),,3.9,(X),,11.3,(X),,0.5,(X),,1.6,(X),,1.6,(X),,2.3,(X),,1.3,2,,N,(X),,N,(X),,N,(X),,N,(X),,3.1,3.6,,5.7,5.5,,0.7,0.8,,0.6,0.5,,1.5,1.4,,0,0.1,,120695,109061,*,61.6,65.2,,11.1,9,,1.5,1.3,,25.2,22.8,,2.6,3.3,,4.1,4.6,,Hispanic or Latino,120695,109061,*,Hispanic or Latino,18.5,17,,12.6,10.7,,1.2,1.2,,0.5,0.6,,4.1,4.5,,81.5,83,,44.9,49,,9.4,7.6,,0.5,0.5,,21.1,19.8,,1.3,1.8,,0,0.1,,4.4,4.3,,0.2,0.3,,4.2,4,,51665,47578,*
Henderson city,Nevada,3231900,City,Sex and Age,265376,Male vs Female Percent,255094,*,47.7,49.6,*,52.3,50.4,*,Age Distribution,5.1,6.1,*,6.6,6.2,,6.7,6.1,,5.8,6.4,,5.8,5,*,12.2,12.8,,14,15.3,*,14.8,14.5,,6.4,6.6,,6.3,6.9,,10.2,8.6,*,4.8,4.3,*,1.4,1.2,,40.8,40,,77.9,77.6,,74.7,74.3,,20.1,18.2,*,16.4,14.2,*,206771,197910,*,47.2,48.8,*,52.8,51.2,*,43650,36113,*,45.8,47.4,,54.2,52.6,,Race,265376,255094,*,96.4,96.3,,Race Distribution,3.6,3.7,,96.4,96.3,,78.6,78.5,,6.3,5.5,,0.4,0.6,,0,(X),,0,(X),,0,(X),,0,(X),,8.2,7.5,,1,(X),,1.2,(X),,3.4,(X),,0.7,(X),,0.5,(X),,0.9,(X),,0.7,(X),,0.6,0.5,,0.3,(X),,0.1,(X),,0,(X),,0.1,(X),,2.3,3.8,*,3.6,3.7,,0.7,0.8,,0.6,0.5,,1.3,1.2,,0,0,,265376,255094,*,81.7,81.9,,7.2,6.4,,1.2,1.1,,10.1,9.1,*,1.2,0.9,,2.8,4.5,*,Hispanic or Latino,265376,255094,*,Hispanic or Latino,14.1,14,,9.2,9.1,,0.8,0.6,,0.5,0.5,,3.6,3.8,,85.9,86,,67.7,69.4,*,6,5.2,,0.3,0.5,,8.1,7.4,,0.5,0.5,,0.3,0.2,,2.9,2.9,,0.1,0.2,,2.8,2.7,,114925,114216,
Las Vegas city,Nevada,3240000,City,Sex and Age,595906,Male vs Female Percent,584857,*,50.5,50.2,,49.5,49.8,,Age Distribution,6.8,7.4,*,7.1,7.1,,6.7,6.8,,6.7,6.9,,6.4,6.7,,14.2,14.3,,14.2,14.6,,13.6,13.9,,6.1,5.6,*,5.2,4.9,,7.7,7.1,*,4.1,3.7,*,1.4,1.1,*,36.6,35.6,*,75.4,74.4,*,71.5,70.3,*,16.2,14.6,*,13.1,11.9,*,449286,435188,*,49.9,49.8,,50.1,50.2,,78203,69584,*,45.8,46,,54.2,54,,Race,595906,584857,*,95.6,96.1,,Race Distribution,4.4,3.9,,95.6,96.1,,65.3,72.3,*,11.6,11.1,,0.6,0.5,,0,(X),,0,(X),,0,(X),,0,(X),,6.6,6.2,,0.3,(X),,0.9,(X),,3.5,(X),,0.4,(X),,0.5,(X),,0.3,(X),,0.8,(X),,0.6,0.4,,0.2,(X),,0.1,(X),,0.2,(X),,0,(X),,10.9,5.5,*,4.4,3.9,,0.8,0.9,,0.4,0.4,,1.2,0.8,*,0.2,0.1,,595906,584857,*,68.8,75.4,*,13.2,12.5,,1.4,1.3,,8.6,7.7,*,1.3,1.1,,11.6,6.3,*,Hispanic or Latino,595906,584857,*,Hispanic or Latino,31.7,31,,24.5,24.4,,0.9,0.7,,0.9,1,,5.3,4.8,,68.3,69,,46.4,48.4,*,11.3,10.9,,0.4,0.4,,6.5,6.1,,0.5,0.4,,0.2,0.2,,3.1,2.6,*,0.1,0.1,,3.1,2.6,*,248041,246936,
North Las Vegas city,Nevada,3251800,City,Sex and Age,222967,Male vs Female Percent,212055,*,50.2,49.5,,49.8,50.5,,Age Distribution,8.2,8.8,,9.3,9.6,,8.5,8.6,,7.8,8.4,,7.3,6,*,15.4,15.8,,15.3,16.1,,11.9,11.5,,4.9,4.8,,3.8,3.8,,5.2,4.2,*,1.8,2,,0.7,0.3,*,30.6,30.5,,68.7,67.6,,64.6,63.4,,9.8,8.7,*,7.7,6.6,*,153279,143406,*,49.3,49.6,,50.7,50.4,,17246,14035,*,45.1,46.9,,54.9,53.1,,Race,222967,212055,*,95.2,95.7,,Race Distribution,4.8,4.3,,95.2,95.7,,51,59.4,*,19.3,19.7,,0.5,0.6,,N,(X),,N,(X),,N,(X),,N,(X),,4.8,6.7,*,0.1,(X),,0.4,(X),,3.3,(X),,0.2,(X),,0.2,(X),,0.2,(X),,0.5,(X),,1.3,0.8,,0.1,(X),,0.7,(X),,0.2,(X),,0.3,(X),,18.2,8.5,*,4.8,4.3,,1.3,1.1,,0.4,0.5,,1,0.8,,0.3,0,*,222967,212055,*,54.8,62.9,*,21.4,21.4,,1.3,1.4,,6.8,8.3,*,2,1.5,,18.9,9.3,*,Hispanic or Latino,222967,212055,*,Hispanic or Latino,39.1,38.2,,33.3,32.6,,0.8,0.8,,0.5,0.5,,4.6,4.3,,60.9,61.8,,31.9,30.8,,19,19.4,,0.5,0.5,,4.8,6.6,*,1.3,0.8,,0.2,0.5,*,3.3,3.1,,0,0.1,,3.3,3.1,,77002,74510,*
Pahrump CDP,Nevada,3253800,City,Sex and Age,34620,Male vs Female Percent,36136,,48.4,50.8,*,51.6,49.2,*,Age Distribution,3.8,4.4,,5.4,4.9,,5.3,6.6,,6.5,6,,3.7,4.1,,6.3,6,,8.6,11.3,*,15,15.5,,8,6,*,9.3,9.8,,17.2,16.8,,9.4,6.4,*,1.6,2.1,,52.4,49.7,*,81.6,79.8,,77.9,77.3,,34.3,31.7,*,28.2,25.3,*,28261,28831,,48.5,50,*,51.5,50,*,9756,9145,*,48.9,51.8,*,51.1,48.2,*,Race,34620,36136,,98.2,98.1,,Race Distribution,1.8,1.9,,98.2,98.1,,89,90.7,,3,2.7,,0.5,1.4,*,N,(X),,N,(X),,N,(X),,N,(X),,1.7,1.4,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.6,0,*,N,(X),,N,(X),,N,(X),,N,(X),,3.4,1.8,,1.8,1.9,,0.2,0.5,,0.4,0.6,,0.9,0.3,,0.3,0,,34620,36136,,90.5,92.4,,3.4,3.3,,1.2,2.1,*,2.6,1.9,*,0.6,N,,3.5,1.9,,Hispanic or Latino,34620,36136,,Hispanic or Latino,13.5,13.8,,10.9,11.6,,0.5,0.5,,0.9,0.6,,1.2,1.1,,86.5,86.2,,79.4,78.8,,2.9,2.7,,0.5,1.4,*,1.7,1.4,,0.6,0,*,0,0.2,,1.4,1.6,,0,0.1,,1.4,1.5,,17324,17604,
Paradise CDP,Nevada,3254600,City,Sex and Age,224728,Male vs Female Percent,218117,,51.1,51.3,,48.9,48.7,,Age Distribution,6.3,6.3,,5.9,6.3,,6.2,5.8,,6.2,6.2,,7,8.1,*,16.3,16.4,,14.8,14.6,,13.9,13.9,,6.4,5.5,*,5.3,5.3,,6.8,6.7,,3.3,3.7,,1.5,1.2,,36.2,35.6,,77.8,78.1,,74,74,,14.5,14.5,,11.6,11.6,,174866,170364,,51.6,51,,48.4,49,,26059,25334,,46.3,47.7,,53.7,52.3,,Race,224728,218117,,94.9,96.8,*,Race Distribution,5.1,3.2,*,94.9,96.8,*,67.4,71.5,*,9,10.1,,0.5,0.5,,N,(X),,N,(X),,N,(X),,N,(X),,8.8,8,,0.4,(X),,0.7,(X),,4.9,(X),,0.8,(X),,0.4,(X),,0.4,(X),,1.3,(X),,0.5,1,*,0.2,(X),,0.1,(X),,0.1,(X),,0.1,(X),,8.7,5.8,*,5.1,3.2,*,1.1,0.6,*,0.6,0.6,,1.1,0.7,*,0.1,0,,224728,218117,,71.3,74.1,*,10.6,11,,1.7,1.3,,11.5,9.3,*,1.4,1.7,,9.4,6.4,*,Hispanic or Latino,224728,218117,,Hispanic or Latino,31.8,31.5,,23.7,22.8,,1.4,1.1,,1.8,2,,4.9,5.6,,68.2,68.5,,45.9,47,,8.5,9.7,,0.4,0.4,,8.7,7.9,,0.4,1,*,0.1,0.4,*,4.2,2.2,*,0.1,0.1,,4.1,2.2,*,114543,107512,*
Reno city,Nevada,3260600,City,Sex and Age,230785,Male vs Female Percent,223771,*,50.9,51.2,,49.1,48.8,,Age Distribution,6.7,7,,6.3,6.8,,6.3,5.9,,6.7,7.1,,8.8,9.4,,15.9,14.6,*,12.4,13.3,*,13.1,13.5,,5.8,5.6,,5.7,5.3,,7.2,6.4,*,3.5,3.6,,1.6,1.5,,34.5,34.2,,76.9,76.8,,72.4,71.2,*,15.6,14.6,*,12.3,11.5,*,177478,171797,*,50.5,50.8,,49.5,49.2,,28311,25712,*,47.1,45.2,,52.9,54.8,,Race,230785,223771,*,96.6,96.7,,Race Distribution,3.4,3.3,,96.6,96.7,,78.6,80.6,*,2.8,3.2,,0.9,0.9,,0,(X),,0,(X),,0.1,(X),,0,(X),,6.5,6.5,,1,(X),,0.8,(X),,2.7,(X),,0.3,(X),,0.5,(X),,0.3,(X),,0.9,(X),,0.8,0.7,,0.2,(X),,0,(X),,0.3,(X),,0.3,(X),,6.9,4.8,*,3.4,3.3,,0.6,0.3,*,0.6,0.7,,0.8,1,,0,0.1,,230785,223771,*,81.6,83.3,*,3.7,3.7,,1.9,1.9,,7.7,8.2,,1.2,1.2,,7.6,5.3,*,Hispanic or Latino,230785,223771,*,Hispanic or Latino,25.4,23.7,*,20.1,19.3,,0.6,0.4,,0.1,0.2,,4.6,3.8,,74.6,76.3,*,61.7,62.9,,2.6,3.1,*,0.7,0.8,,6.4,6.4,,0.8,0.7,,0,0.1,,2.4,2.4,,0.1,0,,2.3,2.3,,101869,99882,*
Sparks city,Nevada,3268400,City,Sex and Age,92145,Male vs Female Percent,89070,*,48.7,49.4,,51.3,50.6,,Age Distribution,7,8.1,,7.1,7.6,,6.2,6.4,,6.2,6.5,,6.2,6.1,,13.4,15,*,14.4,14.1,,13.3,13.2,,7,6.1,,5.7,6.1,,8.5,7,*,3.4,3,,1.5,0.8,*,37.7,35.2,*,75.7,73.7,*,72.1,70.1,*,17,14,*,13.5,10.8,*,69743,65604,*,48.4,49.1,,51.6,50.9,,12399,9619,*,44.1,44.2,,55.9,55.8,,Race,92145,89070,*,95.6,95.8,,Race Distribution,4.4,4.2,,95.6,95.8,,77.9,80.1,,2.7,2.3,,1.8,1.4,,N,(X),,N,(X),,N,(X),,N,(X),,5.6,5.7,,0.4,(X),,0.6,(X),,3.2,(X),,0.2,(X),,0.5,(X),,0.5,(X),,0.3,(X),,0.4,0.9,,N,(X),,N,(X),,N,(X),,N,(X),,7.2,5.6,,4.4,4.2,,0.5,0.7,,0.6,0.9,,0.9,0.9,,0,0,,92145,89070,*,81,84,,3.2,3.1,,2.6,2.4,,7.9,7,,1.9,1.4,,7.9,6.7,,Hispanic or Latino,92145,89070,*,Hispanic or Latino,26.4,27.2,,20.7,23.1,,0.3,0.2,,0.2,0.1,,5.2,3.9,,73.6,72.8,,60.8,60.8,,2.4,2,,1.3,1.1,,5.5,5.6,,0.4,0.9,,0.1,0.2,,3.2,2.2,,0,0.1,,3.1,2.2,,37769,36828,
Spring Valley CDP,Nevada,3268585,City,Sex and Age,185027,Male vs Female Percent,172465,*,49.3,50,,50.7,50,,Age Distribution,6.7,6.4,,5.3,4.8,,4.7,6.1,*,5.5,5.1,,8.2,6.4,*,17,17.3,,15.3,16.1,,12.9,14.4,*,6.7,6.4,,5.6,6.3,,7.7,6.7,*,3.2,3.1,,1.2,0.9,,36.5,37.3,,79.9,79.6,,76.6,76.5,,15.5,14.3,,12.2,10.7,*,147848,137219,*,49.1,49.8,,50.9,50.2,,22489,18420,*,46.9,46.7,,53.1,53.3,,Race,185027,172465,*,95.5,96.5,*,Race Distribution,4.5,3.5,*,95.5,96.5,*,60.1,66.9,*,10.3,8.7,,0.6,0.4,,N,(X),,N,(X),,N,(X),,N,(X),,18.2,16.7,,0.3,(X),,5,(X),,6.9,(X),,0.6,(X),,1.7,(X),,1.8,(X),,1.8,(X),,0.9,0.8,,N,(X),,N,(X),,N,(X),,N,(X),,5.4,3,*,4.5,3.5,*,0.7,0.4,,0.3,0.4,,1.7,0.9,*,0,0.2,,185027,172465,*,63.6,69.5,*,11.6,9.7,*,1.2,1.1,,21,18.4,*,1.4,1.3,,6.1,3.8,*,Hispanic or Latino,185027,172465,*,Hispanic or Latino,22.8,19.3,*,14.3,14,,1.2,0.9,,1.4,0.7,*,6,3.8,*,77.2,80.7,*,44.4,51.8,*,9.7,8.4,,0.4,0.3,,18,16.6,,0.9,0.7,,0.2,0.3,,3.6,2.5,*,0.3,0.3,,3.3,2.3,*,83795,80793,*
Summerlin South CDP,Nevada,3270900,City,Sex and Age,24340,Male vs Female Percent,23373,,50.1,50.5,,49.9,49.5,,Age Distribution,5.8,5.9,,7.9,6.9,,4.2,4.9,,4.5,3.9,,2.9,3.4,,8.5,11,,16.2,16.3,,12.6,15.9,,9.3,6.4,,7.5,7.9,,14.2,12.5,,4.2,3.8,,2.1,1.1,,44.9,44.1,,78.6,79.3,,76.1,77.9,,24.8,21.4,,20.5,17.5,,19140,18546,,50.6,48.8,,49.4,51.2,,4984,4080,,53.2,46.8,,46.8,53.2,,Race,24340,23373,,96.6,97.1,,Race Distribution,3.4,2.9,,96.6,97.1,,78.8,82.7,,5.1,3.8,,0.3,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,11,9,,0.6,(X),,2.7,(X),,3.4,(X),,0.3,(X),,3,(X),,0.6,(X),,0.4,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,1.5,1.4,,3.4,2.9,,0.5,0.4,,0.3,0.1,,0.8,0.5,,0,0.1,,24340,23373,,81.8,85,,5.8,4.7,,1.2,0.5,,13.5,11,,N,N,,1.8,2,,Hispanic or Latino,24340,23373,,Hispanic or Latino,6.5,11.1,,N,N,,N,N,,N,N,,N,N,,93.5,88.9,,74.8,74.1,,5.1,3.8,,0.3,0.3,,11,9,,0,0,,0,0,,2.3,1.7,,0,0,,2.3,1.7,,12372,11936,
Sunrise Manor CDP,Nevada,3271400,City,Sex and Age,184599,Male vs Female Percent,195871,*,50.3,49.7,,49.7,50.3,,Age Distribution,7.8,9.1,*,7.7,8.1,,7,7.7,,7.9,8,,8.5,7.6,,13.5,14.3,,12.7,13.7,,14,13.2,,5.9,5,*,4.9,4.2,,6.2,5.6,,2.9,2.8,,0.9,0.7,,33.1,31.8,*,72.5,70.1,*,67.6,65.5,*,12.7,11.7,*,9.9,9.1,*,133906,137257,,50.3,49.3,,49.7,50.7,,18362,17833,,46.2,42.6,,53.8,57.4,,Race,184599,195871,*,95.7,96.5,,Race Distribution,4.3,3.5,,95.7,96.5,,59.1,67.9,*,11.9,11.2,,0.8,0.5,,0,(X),,0,(X),,0,(X),,0,(X),,5.8,6.1,,0,(X),,0.3,(X),,4.3,(X),,0.2,(X),,0.2,(X),,0.2,(X),,0.6,(X),,0.6,0.5,,N,(X),,N,(X),,N,(X),,N,(X),,17.5,10.2,*,4.3,3.5,,1.2,0.8,,0.4,0.4,,0.7,0.5,,0.2,0.1,,184599,195871,*,62.6,70.6,*,13.9,12.4,,1.7,1.2,,7.1,7.3,,1,1.3,,18.5,11,*,Hispanic or Latino,184599,195871,*,Hispanic or Latino,50.1,47.7,,41.1,39.6,,0.9,1.1,,1.5,1.5,,6.5,5.5,,49.9,52.3,,29.2,32.1,*,11.2,10.7,,0.4,0.3,,5.7,6.1,,0.6,0.5,,0.1,0.3,,2.7,2.3,,0,0,,2.7,2.3,,69806,73461,*
Whitney CDP,Nevada,3283800,City,Sex and Age,40871,Male vs Female Percent,37030,,48.5,51.2,,51.5,48.8,,Age Distribution,7.6,9.5,,8,7,,5,8,*,5.2,5.5,,7.5,6.4,,17.8,16,,13.7,16.9,*,13,9.7,*,6.4,6.2,,5.6,5.4,,6.5,6.1,,2.7,2.7,,0.9,0.5,,34,33.5,,75.9,72.4,,73.3,67.9,*,13.6,12.4,,10.1,9.4,,31034,26794,*,48.4,49.7,,51.6,50.3,,4141,3474,,44.1,49.1,,55.9,50.9,,Race,40871,37030,,96.2,95.9,,Race Distribution,3.8,4.1,,96.2,95.9,,62.7,64.3,,10.2,12,,0.3,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,10,13.2,,0.5,(X),,1.3,(X),,7.8,(X),,0.2,(X),,0.1,(X),,0.2,(X),,0.1,(X),,0.9,0.5,,N,(X),,N,(X),,N,(X),,N,(X),,12.1,5.6,*,3.8,4.1,,0.5,0.4,,0.1,0.2,,0.3,1.1,*,0.4,0,,40871,37030,,64.6,67.4,,11.3,12.9,,1,0.7,,11.8,16.1,,2.4,2,,12.9,6,*,Hispanic or Latino,40871,37030,,Hispanic or Latino,41.9,34.2,*,30.3,27.2,,1.6,0.5,,3.6,1.4,,6.3,5.1,,58.1,65.8,*,34.8,36.6,,9.3,12,,0.3,0.1,,9.9,13,,0.9,0.5,,0.1,0.2,,2.9,3.3,,0,0.1,,2.9,3.2,,17142,15949,
