ENTITY_NAME,ENTITY_STATE,ENTITY_FIP_CODE,ENTITY_TYPE,MODULE_SEX_AGE,HC01_VC03,MALE_FEMALE_CDP,HC02_VC03,HC03_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC01_VC05,HC02_VC05,HC03_VC05,AGE_DISTRIBUTION_CDP,HC01_VC08,HC02_VC08,HC03_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC01_VC23,HC02_VC23,HC03_VC23,HC01_VC26,HC02_VC26,HC03_VC26,HC01_VC27,HC02_VC27,HC03_VC27,HC01_VC28,HC02_VC28,HC03_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC01_VC32,HC02_VC32,HC03_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC01_VC37,HC02_VC37,HC03_VC37,HC01_VC38,HC02_VC38,HC03_VC38,HC01_VC39,HC02_VC39,HC03_VC39,MODULE_RACE,HC01_VC43,HC02_VC43,HC03_VC43,HC01_VC44,HC02_VC44,HC03_VC44,RACE_DISTRIBUTION_CDP,HC01_VC45,HC02_VC45,HC03_VC45,HC01_VC48,HC02_VC48,HC03_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC01_VC69,HC02_VC69,HC03_VC69,HC01_VC70,HC02_VC70,HC03_VC70,HC01_VC71,HC02_VC71,HC03_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC01_VC77,HC02_VC77,HC03_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC01_VC83,HC02_VC83,HC03_VC83,MODULE_HISPANIC,HC01_VC87,HC02_VC87,HC03_VC87,HISPANIC_CDP,HC01_VC88,HC02_VC88,HC03_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC01_VC104,HC02_VC104,HC03_VC104
Kokomo,Indiana,29020,Metro,Sex and Age,82834,Male vs Female Percent,99007,c,48.1,48.3,,51.9,51.7,,Age Distribution,6,6,,6.1,6.4,,6.9,6.9,,6.5,6.8,,5.6,5.6,,11.3,11.5,,12.2,12.6,,14.5,15.1,*,7.4,6.6,*,6.4,6.5,,9.5,8.7,*,5.3,5.7,,2.4,1.6,*,41.4,40.3,*,76.9,76.3,*,73.2,72.7,,21.1,20,*,17.1,16,*,63702,75577,*,47.2,47.6,*,52.8,52.4,*,14192,15856,*,42.4,42.4,,57.6,57.6,,Race,82834,99007,c,98.1,98.4,,Race Distribution,1.9,1.6,,98.1,98.4,,88.6,90.5,*,7.6,5.9,*,0.2,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,1.2,0.8,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.4,0.9,*,1.9,1.6,,0.7,0.8,,0.6,0.4,,0.1,0.2,,0.1,0,,82834,99007,c,90.3,92,*,8.4,6.9,*,0.9,0.7,*,1.3,1.1,,0.2,N,,0.8,1,,Hispanic or Latino,82834,99007,c,Hispanic or Latino,2.9,2.6,c,2,1.6,,0.1,0.4,*,0,0,,0.8,0.6,,97.1,97.4,c,86.5,89.1,*,7.5,5.8,*,0.2,0.2,,1.2,0.8,*,0.1,0,,0,0.1,,1.6,1.5,,0.1,0,,1.5,1.5,,38503,45749,*
Laconia,New Hampshire,29060,Micro,Sex and Age,60268,Male vs Female Percent,60165,c,48.9,49,,51.1,51,,Age Distribution,4.8,4.9,,5.3,6,,6.2,5.9,,6.1,6.6,*,4.9,4.5,*,10.1,10.4,,11.6,13,*,16,16.9,*,8.2,7.9,,8.7,7.5,*,10.5,8.8,*,5.3,4.9,,2.2,2.7,,45.9,44,*,79.9,78.6,*,76.3,75.7,,23.5,20.3,*,18.1,16.3,*,48163,47314,*,48.4,48.6,,51.6,51.4,,10913,9806,*,46.3,46,,53.7,54,,Race,60268,60165,c,98.5,98.9,,Race Distribution,1.5,1.1,,98.5,98.9,,96.2,96.6,,0.4,0.8,*,0.3,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,1.2,1.2,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.4,0.2,,1.5,1.1,,0.5,N,,0.5,N,,0.3,N,,0,N,,60268,60165,c,97.7,97.7,,1,0.9,,0.7,0.7,,1.5,1.4,,N,N,,0.6,0.4,,Hispanic or Latino,60268,60165,c,Hispanic or Latino,1.5,1.3,c,0.3,0.3,,0.2,0.7,*,0,0,,0.9,0.3,*,98.5,98.7,c,95.2,95.6,*,0.4,0.7,,0.3,0.1,,1.2,1.2,,0,0,,0.2,0.2,,1.3,1,,0,0.2,,1.3,0.8,,37453,37182,*
La Crosse-Onalaska,Wisconsin,29100,Metro,Sex and Age,134915,Male vs Female Percent,132962,c,49.1,48.9,*,50.9,51.1,*,Age Distribution,5.6,5.8,*,5.9,6,,5.8,5.9,,7.9,8.3,*,10.3,10,*,12.4,12.3,,11.2,11.7,*,13.5,14.4,*,7.1,6.6,,5.8,5.1,*,7.4,6.7,*,4.8,4.9,,2.3,2.2,,36.8,36.3,,79,78.4,*,72.6,71.9,*,17.9,16.9,*,14.6,13.8,*,106606,104191,*,48.3,48.2,,51.7,51.8,,19688,18337,*,43.2,42.3,*,56.8,57.7,*,Race,134915,132962,c,98.5,98.5,,Race Distribution,1.5,1.5,,98.5,98.5,,92.3,93,*,1.4,1.5,,0.4,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,3.8,3.5,*,0.2,(X),,0.4,(X),,0.1,(X),,0,(X),,0.4,(X),,0.2,(X),,2.5,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.7,0.2,*,1.5,1.5,,0.5,0.5,,0.3,0.3,,0.4,0.4,,0,0,,134915,132962,c,93.7,94.4,*,2,2,,0.9,0.8,,4.2,4,*,0.1,N,,0.8,0.3,*,Hispanic or Latino,134915,132962,c,Hispanic or Latino,1.5,1.4,c,1,0.9,,0.2,0.1,,0.1,0,*,0.3,0.4,,98.5,98.6,c,91.6,92.1,*,1.4,1.2,,0.4,0.3,,3.8,3.5,*,0,0,,0,0,,1.3,1.4,,0.1,0,,1.3,1.4,,57267,56813,
Lafayette,Louisiana,29180,Metro,Sex and Age,474570,Male vs Female Percent,270936,c,48.8,48.9,,51.2,51.1,,Age Distribution,7.1,7.1,,7.3,7.2,,6.9,6.4,*,6.6,7.5,*,7.8,8.6,*,14.3,14.7,*,12.3,13,*,14,14.6,*,6.7,5.7,*,5.1,4.7,,6.7,5.9,*,3.8,3.4,*,1.4,1.2,,35,33.9,*,74.7,75,*,70.3,69.8,*,14.8,12.9,*,11.8,10.5,*,354409,203334,*,48.1,48.1,,51.9,51.9,,56119,28446,*,43,42.2,*,57,57.8,*,Race,474570,270936,c,97.8,98.9,*,Race Distribution,2.2,1.1,*,97.8,98.9,*,70.8,69.5,*,24.4,26.9,*,0.4,0.4,,N,(X),,N,(X),,N,(X),,N,(X),,1.4,1.4,,0.2,(X),,0.2,(X),,0.1,(X),,0,(X),,0,(X),,0.5,(X),,0.4,(X),,0,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,0.6,0.6,,2.2,1.1,*,1,0.4,*,0.3,0.3,,0.3,0.1,*,0.2,0,*,474570,270936,c,72.8,70.5,*,25.8,27.5,*,1.1,0.7,*,1.8,1.6,*,0.1,N,,0.9,0.7,,Hispanic or Latino,474570,270936,c,Hispanic or Latino,3.4,3.4,c,1.8,1.5,,0.2,0.1,,0.1,0.3,*,1.3,1.4,,96.6,96.6,c,68.6,67.1,*,24.3,26.6,*,0.3,0.3,,1.4,1.4,,0,0.1,,0.1,0.1,,1.9,0.9,*,0,0,,1.9,0.9,*,197951,114779,*
La Grande,Oregon,29260,Micro,Sex and Age,25793,Male vs Female Percent,25616,c,49.4,49.3,,50.6,50.7,,Age Distribution,6.1,6.2,,5.8,7.3,*,6.6,5.2,*,7.6,7.4,,8.2,7.4,*,11,11.8,*,10.3,10.4,,12.2,13.8,*,7.2,7.6,,7.5,6.4,,9.5,8.8,*,5.6,5.2,,2.5,2.5,,39.9,39.6,,77.7,77.3,,72.1,73,,22.2,19.8,*,17.6,16.5,*,20034,19795,*,48.6,48.4,,51.4,51.6,,4547,4232,*,45.1,44.1,,54.9,55.9,,Race,25793,25616,c,96.7,97,,Race Distribution,3.3,3,,96.7,97,,93.1,94.3,*,0.6,0.4,,0.4,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,1,0.7,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.8,0.7,,N,(X),,N,(X),,N,(X),,N,(X),,0.9,0.6,,3.3,3,,0.3,0.5,,1.9,1.6,,0.5,0.4,,0,0,,25793,25616,c,96.4,97.2,,0.9,0.9,,2.3,1.9,*,1.6,1.2,*,1.4,0.9,*,0.9,0.9,,Hispanic or Latino,25793,25616,c,Hispanic or Latino,4.3,4,c,N,N,,N,N,,N,N,,N,N,,95.7,96,c,90,91.1,*,0.5,0.3,,0.4,0.3,,0.9,0.7,,0.8,0.7,,0,0.1,,3.1,2.8,,0,0.2,,3.1,2.5,,11444,11431,
LaGrange,Georgia,29300,Micro,Sex and Age,68433,Male vs Female Percent,66490,c,48.7,48.1,*,51.3,51.9,*,Age Distribution,6.9,7.2,*,7.8,7.9,,6.6,7,,7.2,7.6,,7.9,6.7,*,12.3,12,,12.3,13.5,*,13.8,14.5,*,7.1,6.2,*,5,5.3,,7.3,6.8,*,4.1,3.6,,1.5,1.9,,36.1,36.2,,74,73.3,*,69.6,68.6,*,15.9,14.9,*,13,12.2,*,50668,48763,*,47.3,47,*,52.7,53,*,8887,8109,*,41.2,40.3,*,58.8,59.7,*,Race,68433,66490,c,98.2,98.9,,Race Distribution,1.8,1.1,,98.2,98.9,,60.8,61.8,*,34,33.8,,0.1,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,1.7,1.5,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,1.6,1.6,,1.8,1.1,,0.6,N,,0.4,N,,0.4,N,,0,N,,68433,66490,c,62.5,62.9,,35,34.3,*,0.5,0.6,,2.3,1.6,*,0.1,N,,1.8,1.8,,Hispanic or Latino,68433,66490,c,Hispanic or Latino,3.5,3.2,c,N,N,,N,N,,N,N,,N,N,,96.5,96.8,c,59.1,60.7,*,34,33.4,*,0.1,0,,1.7,1.5,,0,0,,0.1,0.2,,1.5,1,,0.1,0,,1.4,1,,28140,27850,
Lake Charles,Louisiana,29340,Metro,Sex and Age,201613,Male vs Female Percent,198133,*,48.7,48.8,,51.3,51.2,,Age Distribution,6.9,7.2,*,7,7,,6.9,7.1,,6.9,7.1,*,7.5,7.3,*,13.3,13.4,,11.9,12.1,*,14.2,14.9,*,6.5,5.9,*,5.9,5.6,,7.5,6.9,*,4.1,4.5,*,1.6,1.1,*,36.7,35.9,*,75,74.5,*,70.8,70,*,16.7,15.4,*,13.2,12.4,*,151206,147578,*,48,48.1,,52,51.9,,26561,24634,*,43.2,42.7,,56.8,57.3,,Race,201613,198133,*,98,98.5,*,Race Distribution,2,1.5,*,98,98.5,*,71.9,72.3,,24,24.2,,0.4,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,1.2,1,*,0.3,(X),,0.1,(X),,0.1,(X),,0,(X),,0,(X),,0.3,(X),,0.3,(X),,0,0,*,N,(X),,N,(X),,N,(X),,N,(X),,0.5,0.7,,2,1.5,*,1,0.6,*,0.4,0.5,,0.1,0.2,*,0.2,0.1,,201613,198133,*,73.6,73.6,,25.3,24.9,*,1.1,0.9,*,1.3,1.2,*,0.1,0.1,,0.7,0.8,,Hispanic or Latino,201613,198133,*,Hispanic or Latino,2.7,2.4,*,1.5,1.4,,0.4,0.3,,0.1,0.2,,0.7,0.5,,97.3,97.6,*,70,70.8,*,23.7,24.1,,0.4,0.3,,1.2,1,*,0,0,,0.2,0.1,,1.7,1.3,,0.1,0.1,,1.7,1.2,,87167,85220,*
Lake City,Florida,29380,Micro,Sex and Age,67608,Male vs Female Percent,67442,c,51.6,51.3,,48.4,48.7,,Age Distribution,5.8,6.5,*,5.6,7,*,7,5.3,*,5.7,6.9,*,7.9,7.2,,11.9,12.5,,11.6,12,,14.4,14.8,,7.5,6.5,,6.3,6.1,,9.4,8.6,*,5.6,4.7,*,1.3,1.9,*,40.5,39.7,,78.1,77.3,*,73.9,72.4,*,19.5,19,,16.3,15.2,*,52815,52163,*,51.6,51.5,,48.4,48.5,,11018,10252,*,45.5,45.8,,54.5,54.2,,Race,67608,67442,c,97.5,98,,Race Distribution,2.5,2,,97.5,98,,77.3,78,,18,17.3,*,0.2,0.7,*,N,(X),,N,(X),,N,(X),,N,(X),,0.9,0.6,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,1,1.4,,2.5,2,,0.8,0.9,,0.9,0.5,,0.2,0.1,,0.1,0,,67608,67442,c,79.6,79.7,,19,18.2,*,1.2,1.3,,1.3,1.1,*,N,N,,1.3,1.5,,Hispanic or Latino,67608,67442,c,Hispanic or Latino,5.2,4.9,c,1.1,1.4,,2.1,1.8,,0.7,0.3,,1.4,1.4,,94.8,95.1,c,73.6,74.9,*,17.8,17.2,,0.2,0.7,*,0.9,0.6,,0,0,,0,0,,2.1,1.7,,0,0,,2,1.7,,28301,28413,
Lake Havasu City-Kingman,Arizona,29420,Metro,Sex and Age,202857,Male vs Female Percent,199985,c,50.4,50.2,,49.6,49.8,,Age Distribution,4.9,5.7,*,5.6,5.8,,5.7,5.9,,5.2,6,*,5.2,4.6,*,9.5,9.2,*,9.6,10.3,*,13.5,14.4,*,7.9,7.8,,8,7.8,,14.8,13.8,*,7.6,6.9,*,2.4,1.9,*,48.5,46.9,*,80.4,78.9,*,77.8,75.9,*,29.9,27.4,*,24.9,22.6,*,162997,157787,*,50.3,49.8,*,49.7,50.2,*,50456,45183,*,49.5,49.5,,50.5,50.5,,Race,202857,199985,c,95.5,96.4,*,Race Distribution,4.5,3.6,*,95.5,96.4,*,88.2,90.7,*,1.1,1,,1.8,1.5,,0.1,(X),,0,(X),,0.2,(X),,0,(X),,1.1,1,,0,(X),,0.2,(X),,0.4,(X),,0.2,(X),,0.1,(X),,0,(X),,0.2,(X),,0.2,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,3.2,2.1,*,4.5,3.6,*,0.4,0.2,*,2.4,2,,0.5,0.5,,0.1,0,,202857,199985,c,92.2,94.1,*,1.7,1.4,*,4.4,3.6,*,1.9,1.6,*,0.5,0.3,*,4,2.7,*,Hispanic or Latino,202857,199985,c,Hispanic or Latino,15.3,14.6,c,13.4,12.7,*,0.2,0.3,,0.1,0,*,1.7,1.7,,84.7,85.4,c,78.6,79.8,*,0.9,0.9,,1.4,1.3,,1,1,,0.1,0.1,,0.1,0,,2.6,2.3,,0.1,0,,2.5,2.3,,111400,110187,*
Lakeland-Winter Haven,Florida,29460,Metro,Sex and Age,616447,Male vs Female Percent,598757,c,49,49.1,*,51,50.9,*,Age Distribution,6.1,6.6,*,6.6,6.8,,6.4,6.2,,6.4,6.9,*,6.4,6.1,*,12,11.9,*,11.9,12.4,*,13,13.2,*,6,6.3,,6.4,5.8,*,10.5,10,*,6.1,5.8,*,2.1,2,,40.4,39.5,*,76.9,76.3,*,73,72.3,*,22.6,21.2,*,18.7,17.8,*,474337,456869,*,48.4,48.4,*,51.6,51.6,*,115400,106432,*,45.7,45.8,*,54.3,54.2,*,Race,616447,598757,c,97.7,98.2,*,Race Distribution,2.3,1.8,*,97.7,98.2,*,78.8,78.7,,15.1,14.6,*,0.3,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,1.7,1.6,,0.5,(X),,0.2,(X),,0.3,(X),,0.1,(X),,0.1,(X),,0.2,(X),,0.2,(X),,0,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,1.9,2.9,*,2.3,1.8,*,1,0.7,,0.4,0.3,,0.3,0.2,,0.1,0.1,,616447,598757,c,80.8,80.3,,16.3,15.5,*,0.8,0.8,,2.1,1.9,*,0.1,0.1,,2.3,3.2,*,Hispanic or Latino,616447,598757,c,Hispanic or Latino,18.6,17.3,c,7.3,7.7,,6.1,5.6,,1.8,1.4,,3.4,2.6,*,81.4,82.7,c,63.2,65,*,14.6,14.2,*,0.2,0.3,,1.6,1.6,,0,0,,0.2,0.2,,1.5,1.3,,0.1,0,,1.4,1.3,,280258,280749,
Lancaster,Pennsylvania,29540,Metro,Sex and Age,526549,Male vs Female Percent,516230,c,48.9,48.8,*,51.1,51.2,*,Age Distribution,6.7,6.8,*,6.8,6.9,,6.7,6.9,,7.1,7.6,*,6.8,6.6,*,12.1,11.7,*,11.8,12.5,*,13.9,14.5,*,6.7,6.5,,5.8,5.1,*,7.9,7.3,*,5.1,5.3,*,2.6,2.3,*,38.4,37.8,*,75.6,75,*,71.2,70.4,*,18.9,17.8,*,15.6,14.9,*,397978,387109,*,48.1,48.1,*,51.9,51.9,*,82399,76734,*,43.7,43,*,56.3,57,*,Race,526549,516230,c,97.9,98.4,*,Race Distribution,2.1,1.6,*,97.9,98.4,*,88.9,90.3,*,3.8,3.6,,0.1,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,2,1.9,,0.2,(X),,0.3,(X),,0.2,(X),,0,(X),,0.1,(X),,0.5,(X),,0.7,(X),,0,0,*,N,(X),,N,(X),,N,(X),,N,(X),,3.1,2.3,*,2.1,1.6,*,1,0.7,*,0.3,0.2,,0.3,0.2,*,0,0.1,,526549,516230,c,90.8,91.7,*,5,4.5,*,0.6,0.5,,2.3,2.2,*,0.1,0.1,,3.5,2.7,*,Hispanic or Latino,526549,516230,c,Hispanic or Latino,9.3,8.4,c,0.9,0.9,,6.4,5.7,*,0.3,0.3,,1.7,1.5,,90.7,91.6,c,84,85.1,*,3.3,3.1,,0.1,0.1,,1.9,1.9,,0,0,*,0.1,0.2,*,1.4,1.1,*,0,0,,1.4,1.1,*,204461,201774,*
Lansing-East Lansing,Michigan,29620,Metro,Sex and Age,466342,Male vs Female Percent,463620,c,48.7,48.7,,51.3,51.3,,Age Distribution,5.6,5.8,*,5.9,6,,6.2,6.5,,8.6,8.9,*,11,10.8,*,12.9,12.8,,11.4,12,*,13.3,14,*,6.8,6.6,,5.9,5.1,*,7.1,6.2,*,3.7,3.7,,1.7,1.6,,34.9,34.2,*,78.5,77.8,*,70.8,70.2,*,15.9,14.2,*,12.6,11.4,*,366236,360535,*,48.1,48,*,51.9,52,*,58580,52952,*,43.7,43.1,*,56.3,56.9,*,Race,466342,463620,c,95.8,96.2,,Race Distribution,4.2,3.8,,95.8,96.2,,81.9,82.3,*,8.4,8.2,,0.4,0.3,,0.1,(X),,0.1,(X),,0,(X),,0,(X),,3.8,3.8,,0.7,(X),,1.1,(X),,0.2,(X),,0.1,(X),,0.6,(X),,0.3,(X),,0.9,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,1.2,1.5,,4.2,3.8,,1.8,1.4,*,0.7,0.7,,0.7,0.4,*,0.3,0.3,,466342,463620,c,85.6,85.5,,11,10.4,*,1.6,1.8,,4.8,4.4,*,0.1,0.1,,1.6,2.1,*,Hispanic or Latino,466342,463620,c,Hispanic or Latino,6.4,6.1,c,4.7,4.7,,0.5,0.3,*,0.4,0.4,,0.8,0.7,,93.6,93.9,c,77.8,78.7,*,8.1,8.1,,0.3,0.3,,3.8,3.8,,0,0,,0.1,0.1,,3.5,3.1,*,0.1,0.1,,3.4,3,*,198892,198985,
Laramie,Wyoming,29660,Micro,Sex and Age,37179,Male vs Female Percent,35608,c,52.4,52.5,,47.6,47.5,,Age Distribution,5.2,5.2,,5.2,4.1,*,4.1,4.1,,9.4,11.9,*,22.2,21.1,,16.5,15.5,,9.5,9,,8.8,10.4,*,6.2,4.8,*,4.1,4.8,,5.2,4.7,*,2.4,2.8,,1.1,1.3,,26.7,26.6,,83.2,83.5,,71.1,68.2,*,11.1,11,,8.8,8.9,,30951,29720,*,52.3,52.6,,47.7,47.4,,3269,3157,,46.5,46,,53.5,54,,Race,37179,35608,c,97.3,97.2,,Race Distribution,2.7,2.8,,97.3,97.2,,88.8,88.9,,1.6,0.7,*,0.6,0.6,,N,(X),,N,(X),,N,(X),,N,(X),,3,3.3,,0.7,(X),,1.1,(X),,0.4,(X),,0,(X),,0.2,(X),,0.4,(X),,0.2,(X),,0,0.2,*,N,(X),,N,(X),,N,(X),,N,(X),,3.4,3.4,,2.7,2.8,,0.3,0.4,,0.8,0.8,,0.5,0.3,,0,0,,37179,35608,c,91.3,91.7,,2.1,1,*,1.4,1.8,,3.7,3.7,,N,0.3,,4.2,4.7,,Hispanic or Latino,37179,35608,c,Hispanic or Latino,9.1,8.7,c,5.2,N,,0.4,N,,0,N,,3.4,N,,90.9,91.3,c,83.9,85.1,*,1.5,0.7,*,0.4,0.5,,3,3.3,,0,0.2,*,0.3,0.1,,1.8,1.5,,0,0,,1.8,1.5,,18351,17834,*
Laredo,Texas,29700,Metro,Sex and Age,258973,Male vs Female Percent,245942,c,48.9,48.3,*,51.1,51.7,*,Age Distribution,9.9,10.1,*,9.5,10,,9.6,9.6,,9.1,9.1,,7.7,7.4,*,13.6,14.2,*,13.6,13.7,,10.9,10.8,,4.1,3.9,,3.8,3.4,*,4.7,4.3,*,2.4,2.4,,1.1,1.1,,28.2,27.5,*,65.4,64.6,*,60,59.3,*,10.3,9.6,*,8.1,7.8,*,169399,158829,*,47.7,47.1,*,52.3,52.9,*,20980,19100,*,41.7,41,*,58.3,59,*,Race,258973,245942,c,99.5,99.2,,Race Distribution,0.5,0.8,,99.5,99.2,,94.2,92.8,*,0.4,0.3,,0.4,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,0.6,0.8,*,0.2,(X),,0,(X),,0.1,(X),,0.1,(X),,0.1,(X),,0,(X),,0.1,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,3.9,5,*,0.5,0.8,,0.1,0,,0,0.2,*,0,0.1,,0,0,,258973,245942,c,94.6,93.6,*,0.6,0.4,,0.5,0.3,,0.6,0.9,*,0,N,,4.2,5.5,*,Hispanic or Latino,258973,245942,c,Hispanic or Latino,95.4,95.6,c,91.8,91.7,,0.6,0.4,,0,0,,3,3.4,,4.6,4.4,c,3.7,3.5,*,0.3,0.1,*,0.1,0,*,0.6,0.7,*,0,0,,0,0,,0,0.1,,0,0,,0,0.1,,75073,72788,*
Las Cruces,New Mexico,29740,Metro,Sex and Age,213395,Male vs Female Percent,205598,c,49.2,49,*,50.8,51,*,Age Distribution,7.5,7.6,,7.1,7.2,,7.3,7.4,,8.5,8.7,*,10.2,9,*,12.8,13.4,*,11,11.3,*,11.8,12.7,*,6,5.3,*,4.8,5.2,,7.3,7,*,4.3,3.9,,1.4,1.4,,32.2,32.2,,73.8,73.1,c,67,66.9,,15.9,15.3,*,13,12.3,*,157550,150270,c,48.6,48.3,*,51.4,51.7,*,27781,25313,*,46.6,46.1,,53.4,53.9,,Race,213395,205598,c,98.1,98.4,,Race Distribution,1.9,1.6,,98.1,98.4,,89.8,89.9,,1.6,1.6,,1.2,1.1,,0,(X),,0,(X),,0.4,(X),,0,(X),,1.2,1.1,,0.3,(X),,0.4,(X),,0.2,(X),,0.1,(X),,0,(X),,0,(X),,0.2,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,4.2,4.8,,1.9,1.6,,0.2,0.3,,0.4,0.4,,0.3,0.1,,0,0,,213395,205598,c,91.5,91.4,,2,2.1,,1.8,1.6,,1.6,1.3,*,0.1,N,,5,5.4,,Hispanic or Latino,213395,205598,c,Hispanic or Latino,66.2,65.5,c,62.7,61.4,*,0.6,0.3,,0.1,0,,2.8,3.8,*,33.8,34.5,c,29.4,30.3,*,1.5,1.4,,0.9,0.8,,1.1,1.1,,0,0,,0.1,0.1,,0.8,0.8,,0.1,0,,0.7,0.7,,82654,80667,*
Las Vegas,New Mexico,29780,Micro,Sex and Age,28919,Male vs Female Percent,29319,c,49.5,49.6,,50.5,50.4,,Age Distribution,5.8,5.2,*,5.1,5.5,,6.2,7.2,,7.8,6.9,,6.9,8.1,,10.1,11,,11.5,11.4,,14.8,16,*,7.2,7.4,,7.7,6.7,,10.3,8.4,*,5,4,,1.6,2.1,,42.1,40.7,,79.3,78,*,73.6,73.4,,21.1,18.8,*,16.9,14.6,*,22922,22867,,49,49.9,*,51,50.1,*,4894,4286,*,45.6,46.5,,54.4,53.5,,Race,28919,29319,c,97.7,97.3,,Race Distribution,2.3,2.7,,97.7,97.3,,59.4,83.5,*,2,1.3,,0.9,2,,N,(X),,N,(X),,N,(X),,N,(X),,0.9,0.1,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,34.4,10.2,*,2.3,2.7,,N,N,,N,N,,N,N,,N,N,,28919,29319,c,61.1,86,*,2.2,2.1,,2.2,3.1,,1.1,N,,N,N,,35.5,11.3,*,Hispanic or Latino,28919,29319,c,Hispanic or Latino,76.9,76.5,c,N,N,,N,N,,N,N,,N,N,,23.1,23.5,c,19.4,19.7,*,1.3,1.3,,0.6,1.1,,0.9,0.1,*,0.1,0,,0.2,0.3,,0.6,1,,0,0.1,,0.6,0.8,,15492,15488,
